,Unnamed: 0,session,text,audio,speaker_id,duration
1289,1289,F03-Session3-headMic-0197,BEING ABLE TO DANCE CAN HELP TOO,/content/downloads/Torgo/F03/Session3/wav_headMic/0197.wav,F03,3.015
1290,1290,F03-Session3-headMic-0199,HELP GREG TO PICK A PECK OF POTATOES,/content/downloads/Torgo/F03/Session3/wav_headMic/0199.wav,F03,4.485
1291,1291,F03-Session3-headMic-0200,NO,/content/downloads/Torgo/F03/Session3/wav_headMic/0200.wav,F03,1.3200625
1292,1292,F03-Session3-headMic-0201,WICKED,/content/downloads/Torgo/F03/Session3/wav_headMic/0201.wav,F03,1.54
1293,1293,F03-Session3-headMic-0202,UNIFORM,/content/downloads/Torgo/F03/Session3/wav_headMic/0202.wav,F03,1.57
1294,1294,F03-Session3-headMic-0203,SHEET,/content/downloads/Torgo/F03/Session3/wav_headMic/0203.wav,F03,1.99
1295,1295,F03-Session3-headMic-0204,LAKE,/content/downloads/Torgo/F03/Session3/wav_headMic/0204.wav,F03,1.51
1296,1296,F03-Session3-headMic-0205,ZIP,/content/downloads/Torgo/F03/Session3/wav_headMic/0205.wav,F03,1.2850625
1297,1297,F03-Session3-headMic-0206,NEST,/content/downloads/Torgo/F03/Session3/wav_headMic/0206.wav,F03,1.395
1298,1298,F03-Session3-headMic-0207,RIDE,/content/downloads/Torgo/F03/Session3/wav_headMic/0207.wav,F03,1.2350625
1299,1299,F03-Session3-headMic-0208,HIM,/content/downloads/Torgo/F03/Session3/wav_headMic/0208.wav,F03,1.295
1300,1300,F03-Session3-headMic-0209,HE FURTHER PROPOSED GRANTS OF AN UNSPECIFIED SUM FOR EXPERIMENTAL HOSPITALS,/content/downloads/Torgo/F03/Session3/wav_headMic/0209.wav,F03,7.05
1301,1301,F03-Session3-headMic-0210,SELL,/content/downloads/Torgo/F03/Session3/wav_headMic/0210.wav,F03,1.26
1302,1302,F03-Session3-headMic-0211,SPARK,/content/downloads/Torgo/F03/Session3/wav_headMic/0211.wav,F03,1.53
1304,1304,F03-Session3-headMic-0214,HELP CELEBRATE YOUR BROTHER'S SUCCESS,/content/downloads/Torgo/F03/Session3/wav_headMic/0214.wav,F03,2.75
1305,1305,F04-Session1-arrayMic-0005,FEE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0005.wav,F04,2.85
1306,1306,F04-Session1-arrayMic-0006,YET HE STILL THINKS AS SWIFTLY AS EVER,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0006.wav,F04,3.15
1308,1308,F04-Session1-arrayMic-0008,KNEW,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0008.wav,F04,1.35
1309,1309,F04-Session1-arrayMic-0009,LEFT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0009.wav,F04,1.35
1310,1310,F04-Session1-arrayMic-0010,AIR,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0010.wav,F04,1.2
1311,1311,F04-Session1-arrayMic-0011,TORN,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0011.wav,F04,1.35
1312,1312,F04-Session1-arrayMic-0012,BORN,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0012.wav,F04,1.65
1313,1313,F04-Session1-arrayMic-0013,TRAIT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0013.wav,F04,1.95
1314,1314,F04-Session1-arrayMic-0014,STUBBLE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0014.wav,F04,1.95
1315,1315,F04-Session1-arrayMic-0015,YOU WISHED TO KNOW ALL ABOUT MY GRANDFATHER,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0015.wav,F04,4.35
1316,1316,F04-Session1-arrayMic-0016,CHAIR,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0016.wav,F04,1.05
1317,1317,F04-Session1-arrayMic-0017,STICKS,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0017.wav,F04,1.65
1318,1318,F04-Session1-arrayMic-0018,STORM,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0018.wav,F04,1.35
1319,1319,F04-Session1-arrayMic-0019,RAGE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0019.wav,F04,1.5
1320,1320,F04-Session1-arrayMic-0020,TRACE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0020.wav,F04,1.35
1321,1321,F04-Session1-arrayMic-0021,GO,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0021.wav,F04,1.35
1322,1322,F04-Session1-arrayMic-0022,BEAT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0022.wav,F04,1.5
1323,1323,F04-Session1-arrayMic-0023,HAIR,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0023.wav,F04,1.05
1324,1324,F04-Session1-arrayMic-0024,JACKET,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0024.wav,F04,1.95
1325,1325,F04-Session1-arrayMic-0025,HE DRESSED HIMSELF IN AN ANCIENT BLACK FROCK COAT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0025.wav,F04,4.5
1326,1326,F04-Session1-arrayMic-0026,SWARM,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0026.wav,F04,1.95
1327,1327,F04-Session1-arrayMic-0027,USUALLY MINUS SEVERAL BUTTONS,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0027.wav,F04,4.65
1328,1328,F04-Session1-arrayMic-0028,STORE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0028.wav,F04,1.05
1329,1329,F04-Session1-arrayMic-0029,KNEW,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0029.wav,F04,1.35
1331,1331,F04-Session1-arrayMic-0031,CHAIR,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0031.wav,F04,1.95
1332,1332,F04-Session1-arrayMic-0032,NO,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0032.wav,F04,1.5
1333,1333,F04-Session1-arrayMic-0033,SPARK,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0033.wav,F04,1.5
1334,1334,F04-Session1-arrayMic-0034,GRANDFATHER LIKES TO BE MODERN IN HIS LANGUAGE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0034.wav,F04,5.4
1335,1335,F04-Session1-arrayMic-0035,TIP,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0035.wav,F04,1.95
1337,1337,F04-Session1-arrayMic-0037,WEED,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0037.wav,F04,1.5
1338,1338,F04-Session1-arrayMic-0038,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0038.wav,F04,5.85
1339,1339,F04-Session1-arrayMic-0039,GROW,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0039.wav,F04,1.2
1341,1341,F04-Session1-arrayMic-0041,TWO,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0041.wav,F04,1.35
1342,1342,F04-Session1-arrayMic-0042,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0042.wav,F04,4.65
1343,1343,F04-Session1-arrayMic-0043,BUT HE ALWAYS ANSWERS BANANA OIL,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0043.wav,F04,4.5
1344,1344,F04-Session1-arrayMic-0044,AIR,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0044.wav,F04,1.35
1345,1345,F04-Session1-arrayMic-0045,RAKE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0045.wav,F04,1.2
1346,1346,F04-Session1-arrayMic-0046,WELL HE IS NEARLY NINETY-THREE YEARS OLD,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0046.wav,F04,4.65
1347,1347,F04-Session1-arrayMic-0047,GLOW,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0047.wav,F04,1.8
1348,1348,F04-Session1-arrayMic-0048,KNEE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0048.wav,F04,1.2
1349,1349,F04-Session1-arrayMic-0051,PARK,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0051.wav,F04,1.65
1350,1350,F04-Session1-arrayMic-0052,HORN,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0052.wav,F04,1.35
1352,1352,F04-Session1-arrayMic-0054,GOAT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0054.wav,F04,1.35
1353,1353,F04-Session1-arrayMic-0055,DARK,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0055.wav,F04,1.35
1354,1354,F04-Session1-arrayMic-0056,BIT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0056.wav,F04,1.5
1355,1355,F04-Session1-arrayMic-0057,THE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0057.wav,F04,1.2
1356,1356,F04-Session1-arrayMic-0058,GADGET,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0058.wav,F04,2.1
1357,1357,F04-Session1-arrayMic-0059,RACE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0059.wav,F04,1.95
1358,1358,F04-Session1-arrayMic-0060,RAID,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0060.wav,F04,1.8
1359,1359,F04-Session1-arrayMic-0061,HE SLOWLY TAKES A SHORT WALK IN THE OPEN AIR EACH DAY,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0061.wav,F04,5.25
1360,1360,F04-Session1-arrayMic-0062,YES,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0062.wav,F04,1.95
1361,1361,F04-Session1-arrayMic-0063,GIVING THOSE WHO OBSERVE HIM A PRONOUNCED FEELING OF THE UTMOST RESPECT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0063.wav,F04,6.3
1362,1362,F04-Session1-arrayMic-0064,FAIR,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0064.wav,F04,1.65
1363,1363,F04-Session1-arrayMic-0065,THE QUICK BROWN FOX JUMPS OVER THE LAZY DOG,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0065.wav,F04,5.25
1364,1364,F04-Session1-arrayMic-0067,TWICE EACH DAY HE PLAYS SKILLFULLY AND WITH ZEST UPON OUR SMALL ORGAN,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0067.wav,F04,7.05
1365,1365,F04-Session1-arrayMic-0068,WARM,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0068.wav,F04,1.35
1366,1366,F04-Session1-arrayMic-0070,FEED,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0070.wav,F04,1.95
1367,1367,F04-Session1-arrayMic-0072,BUG,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0072.wav,F04,1.35
1368,1368,F04-Session1-arrayMic-0073,SWARM,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0073.wav,F04,1.95
1369,1369,F04-Session1-arrayMic-0074,RANGE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0074.wav,F04,1.5
1371,1371,F04-Session1-arrayMic-0076,JAGGED,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0076.wav,F04,1.65
1372,1372,F04-Session1-arrayMic-0078,RATE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0078.wav,F04,1.8
1373,1373,F04-Session1-arrayMic-0080,TROUBLE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0080.wav,F04,1.35
1374,1374,F04-Session1-arrayMic-0081,RAIN,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0081.wav,F04,1.2
1375,1375,F04-Session1-arrayMic-0082,CORN,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0082.wav,F04,1.5
1376,1376,F04-Session1-arrayMic-0083,RIGHT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0083.wav,F04,1.35
1377,1377,F04-Session1-arrayMic-0084,KNOW,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0084.wav,F04,1.35
1378,1378,F04-Session1-arrayMic-0085,FEET,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0085.wav,F04,1.8
1379,1379,F04-Session1-arrayMic-0086,BETA,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0086.wav,F04,2.4
1380,1380,F04-Session1-arrayMic-0087,BETA,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0087.wav,F04,1.65
1381,1381,F04-Session1-arrayMic-0089,DOUBLE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0089.wav,F04,1.35
1382,1382,F04-Session1-arrayMic-0090,RAVE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0090.wav,F04,1.95
1383,1383,F04-Session1-arrayMic-0091,EXCEPT IN THE WINTER WHEN THE OOZE OR SNOW OR ICE PREVENTS,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0091.wav,F04,7.05
1384,1384,F04-Session1-arrayMic-0092,EXCEPT IN THE WINTER WHEN THE OOZE OR SNOW OR ICE PREVENTS,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0092.wav,F04,6.15
1385,1385,F04-Session1-arrayMic-0093,TRADE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0093.wav,F04,1.8
1386,1386,F04-Session1-arrayMic-0094,ALPHA,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0094.wav,F04,1.5
1387,1387,F04-Session1-arrayMic-0095,BUBBLE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0095.wav,F04,1.5
1388,1388,F04-Session1-arrayMic-0096,SHIP,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0096.wav,F04,1.95
1389,1389,F04-Session1-arrayMic-0097,FORM,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0097.wav,F04,1.65
1390,1390,F04-Session1-arrayMic-0098,FOR,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0098.wav,F04,1.65
1391,1391,F04-Session1-arrayMic-0099,SHARE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0099.wav,F04,1.2
1392,1392,F04-Session1-arrayMic-0100,WHEN HE SPEAKS HIS VOICE IS JUST A BIT CRACKED AND QUIVERS A TRIFLE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0100.wav,F04,6.3
1393,1393,F04-Session1-arrayMic-0101,TRAIN,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0101.wav,F04,1.8
1394,1394,F04-Session1-arrayMic-0102,FEED,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0102.wav,F04,2.25
1395,1395,F04-Session1-arrayMic-0103,SIP,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0103.wav,F04,1.8
1396,1396,F04-Session1-arrayMic-0104,PAT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0104.wav,F04,1.8
1397,1397,F04-Session1-arrayMic-0107,STICK,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0107.wav,F04,2.55
1398,1398,F04-Session1-arrayMic-0109,CAR,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0109.wav,F04,1.65
1399,1399,F04-Session1-arrayMic-0110,WARM,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0110.wav,F04,1.05
1400,1400,F04-Session1-arrayMic-0111,BEAT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0111.wav,F04,1.65
1401,1401,F04-Session1-arrayMic-0112,WE HAVE OFTEN URGED HIM TO WALK MORE AND SMOKE LESS,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0112.wav,F04,5.1
1402,1402,F04-Session1-arrayMic-0113,SLIP,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0113.wav,F04,1.95
1403,1403,F04-Session1-arrayMic-0114,ONE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0114.wav,F04,1.8
1404,1404,F04-Session1-arrayMic-0115,SIP,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0115.wav,F04,1.8
1405,1405,F04-Session1-arrayMic-0116,SIP,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0116.wav,F04,2.55
1406,1406,F04-Session1-arrayMic-0117,SWORE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0117.wav,F04,1.8
1407,1407,F04-Session1-arrayMic-0118,FEET,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0118.wav,F04,1.95
1408,1408,F04-Session1-arrayMic-0120,A LONG FLOWING BEARD CLINGS TO HIS CHIN,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0120.wav,F04,6.75
1409,1409,F04-Session1-arrayMic-0121,DOWN,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0121.wav,F04,3.15
1410,1410,F04-Session1-arrayMic-0122,DAGGER,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0122.wav,F04,2.1
1411,1411,F04-Session1-arrayMic-0123,MEAT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0123.wav,F04,2.25
1412,1412,F04-Session1-arrayMic-0124,FARM,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0124.wav,F04,1.2
1413,1413,F04-Session1-arrayMic-0125,BAT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0125.wav,F04,1.5
1414,1414,F04-Session1-arrayMic-0126,UP,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0126.wav,F04,1.35
1415,1415,F04-Session1-arrayMic-0127,KNEW,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0127.wav,F04,1.95
1416,1416,F04-Session1-arrayMic-0128,SLEEP,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0128.wav,F04,1.5
1417,1417,F04-Session1-arrayMic-0129,PILE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0129.wav,F04,1.65
1418,1418,F04-Session1-arrayMic-0130,YOU'D BE BETTER OFF TAKING A COLD SHOWER,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0130.wav,F04,4.05
1419,1419,F04-Session1-arrayMic-0131,YOU'D BE BETTER OFF TAKING A COLD SHOWER,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0131.wav,F04,4.05
1420,1420,F04-Session1-arrayMic-0132,SWAY,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0132.wav,F04,1.35
1421,1421,F04-Session1-arrayMic-0133,BOTH FIGURES WOULD GO HIGHER IN LATER YEARS,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0133.wav,F04,3.75
1422,1422,F04-Session1-arrayMic-0134,CHARLIE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0134.wav,F04,1.65
1423,1423,F04-Session1-arrayMic-0135,MUT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0135.wav,F04,1.65
1424,1424,F04-Session1-arrayMic-0136,TROOP,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0136.wav,F04,1.35
1425,1425,F04-Session1-arrayMic-0137,HERE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0137.wav,F04,1.2
1426,1426,F04-Session1-arrayMic-0138,WISH,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0138.wav,F04,1.35
1427,1427,F04-Session1-arrayMic-0140,ATE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0140.wav,F04,1.35
1429,1429,F04-Session1-arrayMic-0142,POT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0142.wav,F04,1.2
1431,1431,F04-Session1-arrayMic-0144,SLIP,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0144.wav,F04,1.5
1432,1432,F04-Session1-arrayMic-0145,SLIP,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0145.wav,F04,3.75
1433,1433,F04-Session1-arrayMic-0146,WHITE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0146.wav,F04,1.5
1434,1434,F04-Session1-arrayMic-0147,MOTHER SEWS YELLOW GINGHAM APRONS,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0147.wav,F04,5.25
1435,1435,F04-Session1-arrayMic-0148,I JUST TRY TO DO MY BEST,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0148.wav,F04,4.35
1436,1436,F04-Session1-arrayMic-0149,BAD,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0149.wav,F04,1.95
1437,1437,F04-Session1-arrayMic-0150,WHERE WERE YOU WHILE WE WERE AWAY,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0150.wav,F04,3.6
1438,1438,F04-Session1-arrayMic-0151,DEER,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0151.wav,F04,1.65
1439,1439,F04-Session1-arrayMic-0152,DROOP,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0152.wav,F04,1.35
1440,1440,F04-Session1-arrayMic-0153,GROUP,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0153.wav,F04,1.5
1441,1441,F04-Session1-arrayMic-0154,BAD,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0154.wav,F04,1.5
1442,1442,F04-Session1-arrayMic-0155,NEAR,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0155.wav,F04,1.5
1443,1443,F04-Session1-arrayMic-0156,CHEER,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0156.wav,F04,1.8
1444,1444,F04-Session1-arrayMic-0157,THIGH,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0157.wav,F04,2.4
1445,1445,F04-Session1-arrayMic-0158,SINGLE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0158.wav,F04,1.05
1446,1446,F04-Session1-arrayMic-0159,IF YOU DESTROY CONFIDENCE IN BANKS YOU DO SOMETHING TO THE ECONOMY HE SAID,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0159.wav,F04,7.65
1447,1447,F04-Session1-arrayMic-0160,BAT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0160.wav,F04,2.85
1448,1448,F04-Session1-arrayMic-0162,COUPE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0162.wav,F04,1.95
1449,1449,F04-Session1-arrayMic-0163,WRITE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0163.wav,F04,1.2
1450,1450,F04-Session1-arrayMic-0164,THE TRAIN APPROACHED THE DEPOT SLOWLY,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0164.wav,F04,3.3
1451,1451,F04-Session1-arrayMic-0165,NO,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0165.wav,F04,1.95
1452,1452,F04-Session1-arrayMic-0166,THE ISLANDS ARE SPARSELY POPULATED,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0166.wav,F04,3.45
1453,1453,F04-Session1-arrayMic-0167,AREA,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0167.wav,F04,1.95
1454,1454,F04-Session1-arrayMic-0168,STEER,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0168.wav,F04,1.8
1455,1455,F04-Session1-arrayMic-0169,TILE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0169.wav,F04,1.65
1456,1456,F04-Session1-arrayMic-0170,SELECT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0170.wav,F04,1.65
1457,1457,F04-Session1-arrayMic-0171,SWEET,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0171.wav,F04,2.1
1458,1458,F04-Session1-arrayMic-0172,SUIT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0172.wav,F04,1.5
1459,1459,F04-Session1-arrayMic-0173,OF,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0173.wav,F04,1.2
1460,1460,F04-Session1-arrayMic-0174,YOU'RE USED TO BEING ON THE FIELD,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0174.wav,F04,3.9
1461,1461,F04-Session1-arrayMic-0175,FORWARD,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0175.wav,F04,1.95
1462,1462,F04-Session1-arrayMic-0176,ROOT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0176.wav,F04,1.65
1463,1463,F04-Session1-arrayMic-0177,MY SISTER MADE THE FLOWERED CURTAINS,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0177.wav,F04,4.05
1464,1464,F04-Session1-arrayMic-0178,THREE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0178.wav,F04,1.35
1465,1465,F04-Session1-arrayMic-0179,PAT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0179.wav,F04,1.05
1466,1466,F04-Session1-arrayMic-0180,BRIGHT SUNSHINE SHIMMERS ON THE OCEAN,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0180.wav,F04,3.45
1467,1467,F04-Session1-arrayMic-0181,ATE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0181.wav,F04,1.5
1468,1468,F04-Session1-arrayMic-0182,PAY,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0182.wav,F04,1.5
1469,1469,F04-Session1-arrayMic-0183,LIGHT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0183.wav,F04,1.65
1470,1470,F04-Session1-arrayMic-0184,TWO OTHER CASES ALSO WERE UNDER ADVISEMENT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0184.wav,F04,7.05
1471,1471,F04-Session1-arrayMic-0185,MUCH,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0185.wav,F04,1.5
1472,1472,F04-Session1-arrayMic-0186,HATE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0186.wav,F04,1.2
1473,1473,F04-Session1-arrayMic-0187,WHOOP,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0187.wav,F04,1.8
1474,1474,F04-Session1-arrayMic-0188,WHOOP,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0188.wav,F04,1.95
1475,1475,F04-Session1-arrayMic-0189,KNOW,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0189.wav,F04,1.5
1476,1476,F04-Session1-arrayMic-0190,ROCK,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0190.wav,F04,1.35
1477,1477,F04-Session1-arrayMic-0191,WHY YELL OR WORRY OVER SILLY ITEMS,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0191.wav,F04,3.75
1478,1478,F04-Session1-arrayMic-0192,TOOT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0192.wav,F04,2.55
1479,1479,F04-Session1-arrayMic-0193,KNOT,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0193.wav,F04,1.05
1480,1480,F04-Session1-arrayMic-0194,FATE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0194.wav,F04,1.05
1481,1481,F04-Session1-arrayMic-0195,WERE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0195.wav,F04,1.35
1482,1482,F04-Session1-arrayMic-0196,WE'RE,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0196.wav,F04,2.55
1483,1483,F04-Session1-arrayMic-0198,JUST ONE SIDE GOT WET,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0198.wav,F04,3.45
1484,1484,F04-Session1-arrayMic-0199,AIR,/content/downloads/Torgo/F04/Session1/wav_arrayMic/0199.wav,F04,1.8
1485,1485,F04-Session2-arrayMic-0001,SHOOT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0001.wav,F04,2.4
1486,1486,F04-Session2-arrayMic-0002,I LOOKED UP AND NOTICED TWO OLD MEN,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0002.wav,F04,5.4
1487,1487,F04-Session2-arrayMic-0003,SLAY,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0003.wav,F04,2.25
1488,1488,F04-Session2-arrayMic-0004,WILL ROBIN WEAR A YELLOW LILY,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0004.wav,F04,5.25
